home_elo,away_elo,elo_diff,home_form,away_form,form_diff,neutral,is_wc
1137.07229333688,1037.245506865656,99.82678647122407,0.45,0.55,-0.10000000000000003,1,0
1147.8772356962643,1213.9753787849097,-66.09814308864543,0.55,0.85,-0.29999999999999993,1,0
1359.0427668989985,1161.0347121823283,198.00805471667013,1.0,0.5,0.5,1,0
1057.1521930745064,1218.9890052872267,-161.83681221272036,0.25,0.8,-0.55,0,0
908.1078147047399,919.2905544399966,-11.182739735256746,0.3,0.35,-0.04999999999999999,0,0
1025.0212701093214,857.5916148740264,167.42965523529506,0.35,0.2,0.14999999999999997,1,0
903.8079234084985,1018.3047952050374,-114.49687179653893,0.35,0.4,-0.050000000000000044,1,0
1121.556896022794,1240.0204613987526,-118.46356537595852,0.55,0.6,-0.04999999999999993,0,0
923.590445736238,864.3080897783104,59.28235595792762,0.4,0.25,0.15000000000000002,0,0
908.5796486291786,881.8429623215544,26.736686307624154,0.4,0.3,0.10000000000000003,1,0
1250.0953745274753,1118.2135113152037,131.88186321227158,0.6,0.45,0.14999999999999997,1,0
1004.1244028100897,1132.445258382126,-128.3208555720363,0.6,0.7,-0.09999999999999998,1,0
1132.6470820078257,1174.7531948856447,-42.10611287781899,0.65,0.7,-0.04999999999999993,0,0
1122.5009336081416,1210.9551672237135,-88.45423361557187,0.7,0.75,-0.050000000000000044,0,0
1111.4819828940713,1108.6487362015057,2.833246692565581,0.55,0.45,0.10000000000000003,0,0
1157.9441757342547,994.4255791286887,163.51859660556602,0.6,0.55,0.04999999999999993,1,0
1111.2393850528358,1222.2167157790193,-110.97733072618348,0.6,0.85,-0.25,0,0
1149.4561011592157,1142.1440820635269,7.312019095688811,0.65,0.75,-0.09999999999999998,0,0
927.2414553579373,1053.9437315258867,-126.70227616794944,0.3,0.65,-0.35000000000000003,0,0
1193.102244796506,1195.3497970317446,-2.2475522352385724,0.55,0.65,-0.09999999999999998,1,0
920.423001711285,1033.7038073369679,-113.28080562568289,0.45,0.65,-0.2,1,0
1155.9046026354285,1188.8325056976053,-32.92790306217671,0.65,0.5,0.15000000000000002,0,0
1048.1528655778393,1080.4089486671714,-32.25608308933215,0.65,0.6,0.050000000000000044,0,0
1165.6969849158672,1200.1424066827317,-34.445421766864456,0.6,0.6,0.0,0,0
1094.0203289926646,1210.2527637551677,-116.23243476250309,0.65,0.65,0.0,1,0
1142.3219733542144,1202.4151349788194,-60.093161624605045,0.55,0.5,0.050000000000000044,0,0
1246.0473212111528,1070.6175183501155,175.4298028610374,0.65,0.4,0.25,1,0
1034.541485252346,1178.199278073083,-143.65779282073686,0.6,0.55,0.04999999999999993,0,0
1130.8740996277513,1212.4139953143736,-81.53989568662223,0.7,0.7,0.0,0,0
947.4813795468561,910.1474857605742,37.33389378628192,0.3,0.4,-0.10000000000000003,0,0
843.5714011331787,1092.6072722148078,-249.03587108162913,0.15,0.5,-0.35,0,0
852.7950897409232,1224.0575673464605,-371.26247760553724,0.2,0.55,-0.35000000000000003,0,0
1092.4857460663598,945.9158770060359,146.56986906032387,0.55,0.45,0.10000000000000003,0,0
1096.3596645129583,1214.8462702940287,-118.48660578107047,0.45,0.5,-0.04999999999999999,1,0
1011.7736607762453,1196.1556295653068,-184.3819687890615,0.35,0.85,-0.5,0,0
1134.3312193685158,1013.1341524200133,121.19706694850254,0.65,0.4,0.25,0,0
886.7184627764698,1040.4128425237795,-153.69437974730977,0.45,0.55,-0.10000000000000003,0,0
1202.5820012041038,1208.956875573609,-6.374874369505278,0.75,0.65,0.09999999999999998,0,0
1129.3011139711282,1281.3591177365986,-152.0580037654704,0.6,0.75,-0.15000000000000002,0,0
1101.2856388602622,1018.1642578174009,83.12138104286134,0.4,0.4,0.0,0,0
1151.7591277347747,1227.2236867473741,-75.46455901259947,0.65,0.6,0.050000000000000044,0,0
1150.476634668283,1260.1835970394438,-109.7069623711609,0.6,0.65,-0.050000000000000044,0,0
1202.8571957727313,1224.0159071889689,-21.158711416237566,0.75,0.65,0.09999999999999998,0,0
1172.3279208016495,1263.7431066558988,-91.41518585424933,0.55,0.65,-0.09999999999999998,1,0
1197.46696585449,1270.598548438536,-73.1315825840461,0.75,0.65,0.09999999999999998,0,0
900.9611063929555,965.3622489459086,-64.40114255295316,0.25,0.6,-0.35,0,0
1082.7639359484808,961.2982935844444,121.4656423640364,0.35,0.4,-0.050000000000000044,0,0
1123.7852299570918,1166.3633788303848,-42.578148873293,0.5,0.65,-0.15000000000000002,0,0
1312.9536090391202,1306.3699523122139,6.5836567269063835,0.65,0.65,0.0,0,0
1253.347440521818,1261.2170881276834,-7.869647605865339,0.85,0.75,0.09999999999999998,0,0
1083.8592943481237,1259.8850181614976,-176.02572381337382,0.65,0.6,0.050000000000000044,1,0
